panel_rank,genejepa_index,gene_symbol,ensembl_id,token_id,mean_log1p_cp10k,population_variance_log1p_cp10k
882,7299,EPRS1,ENSG00000136628,7302,0.6151110293760225,0.8593000590938078
883,13513,PEAK1,ENSG00000173517,13516,0.5984781362289189,0.8592124502049295
884,12487,MAP2K1,ENSG00000169032,12490,0.6075200458834983,0.8591545615017933
885,9322,DOCK1,ENSG00000150760,9325,0.6078648546815523,0.8584926580513548
886,773,GDI2,ENSG00000057608,776,0.634421921284077,0.8582150249848227
887,2238,PACSIN2,ENSG00000100266,2241,0.6148031257991923,0.858006714916582
888,5770,EIF2S2,ENSG00000125977,5773,0.6098718212661456,0.8573214434758654
889,13825,PCCA,ENSG00000175198,13828,0.5839270142320081,0.8565892499319865
890,15856,SEMA4B,ENSG00000185033,15859,0.5656364979086473,0.8563631656535098
891,4337,EIF4G1,ENSG00000114867,4340,0.625576721908729,0.856005125070479
892,5433,ACSL3,ENSG00000123983,5436,0.5767271331262556,0.8557127858540128
893,512,RNF19A,ENSG00000034677,515,0.5890905965609028,0.855490616249491
894,5838,IFI6,ENSG00000126709,5841,0.5107226710981402,0.8547643480561249
895,14316,JUN,ENSG00000177606,14319,0.553113948175976,0.8546046989733711
896,4726,PTBP2,ENSG00000117569,4729,0.6134265362398448,0.854327149558109
897,1799,XRN2,ENSG00000088930,1802,0.6134352652273534,0.8543047909595087
898,13045,ASXL1,ENSG00000171456,13048,0.6130367123612477,0.8542820960536821
899,3336,RHEB,ENSG00000106615,3339,0.5971269612655489,0.8542163010873502
900,6695,MPRIP,ENSG00000133030,6698,0.5783358384410363,0.8540797063700587
901,6324,EIF2S3,ENSG00000130741,6327,0.6277150627292609,0.8537372490102908
902,1046,ATP11A,ENSG00000068650,1049,0.5469824410753126,0.8533666376441789
903,607,DSG2,ENSG00000046604,610,0.5496088308597602,0.8529312175534087
904,6942,TUT4,ENSG00000134744,6945,0.6170590360578055,0.8521392146055053
905,12736,UBE2E1,ENSG00000170142,12739,0.6049233290268324,0.8519963979349382
906,3275,ZKSCAN1,ENSG00000106261,3278,0.6009163717668211,0.8510108992555339
907,3543,PFN1,ENSG00000108518,3546,0.5947520354332478,0.850855472818155
908,372,ATP2C1,ENSG00000017260,375,0.6183256261235198,0.8501784782353493
909,4280,RPL24,ENSG00000114391,4283,0.6081700283212582,0.8500427151069501
910,5998,ATF4,ENSG00000128272,6001,0.6007665067982495,0.8491234790765032
911,546,BOD1L1,ENSG00000038219,549,0.6202831627879605,0.8490247213525446
912,4832,MYL12B,ENSG00000118680,4835,0.5879368700224297,0.8490028582753757
913,7868,DIAPH3,ENSG00000139734,7871,0.48797170738375883,0.8487933673266318
914,4692,CD46,ENSG00000117335,4695,0.5945801063359479,0.8486686952771776
915,5789,KLC1,ENSG00000126214,5792,0.625313134527645,0.8484929520311986
916,2477,RNF24,ENSG00000101236,2480,0.5665769906706358,0.8469114593776563
917,1504,CNOT4,ENSG00000080802,1507,0.6105116985922561,0.8462927837688836
918,8320,DCAF6,ENSG00000143164,8323,0.6144112439826942,0.8460496395264028
919,3506,FBXL20,ENSG00000108306,3509,0.5671298793459342,0.845801013913116
920,12291,DDIT4,ENSG00000168209,12294,0.5281494347625765,0.8456454793412849
921,11560,BRWD3,ENSG00000165288,11563,0.5919893840649704,0.8451224872517131
922,678,LIMA1,ENSG00000050405,681,0.5582797777194503,0.8449465749582434
923,4984,MXI1,ENSG00000119950,4987,0.5700223658604684,0.844636425193962
924,6730,SRRM1,ENSG00000133226,6733,0.6115313061810906,0.8445489513541775
925,9641,CYRIB,ENSG00000153310,9644,0.6005236941045938,0.8442413200800324
926,5784,AGO3,ENSG00000126070,5787,0.615592148792493,0.8440786189449532
927,2559,RNMT,ENSG00000101654,2562,0.5836880391153256,0.8428534876388474
928,7561,FNBP1L,ENSG00000137942,7564,0.5754570002616611,0.8425499768715556
929,728,KIF1B,ENSG00000054523,731,0.6046881287965052,0.8422481501019222
930,7861,SBNO1,ENSG00000139697,7864,0.6114098823438288,0.8421545448542902
931,3324,AHR,ENSG00000106546,3327,0.5371421739004687,0.8420690194002993
932,13059,RSL1D1,ENSG00000171490,13062,0.5979602529020391,0.8416771898491708
933,789,ATP2B4,ENSG00000058668,792,0.5306397069013523,0.841268135144154
934,4782,CAMSAP2,ENSG00000118200,4785,0.6041217960920892,0.8411669005359255
935,4868,UBE2B,ENSG00000119048,4871,0.5980026478526251,0.8404812931914842
936,5335,RASSF8,ENSG00000123094,5338,0.48802487969980685,0.8403859887154129
937,105,MYCBP2,ENSG00000005810,108,0.5933271322638616,0.8399426065537342
938,2691,PARP4,ENSG00000102699,2694,0.5765678638324836,0.8398056997839074
939,5758,HNRNPR,ENSG00000125944,5761,0.6049860940366163,0.8397361999607991
940,8617,PHLDB2,ENSG00000144824,8620,0.48727868286478393,0.8383222786775644
941,7140,EGLN1,ENSG00000135766,7143,0.5663631245711876,0.837834203101719
942,296,PLAUR,ENSG00000011422,299,0.52299139924939,0.8368202091353347
943,8689,USP53,ENSG00000145390,8692,0.5624488773390597,0.8366619793183689
944,3398,RIGI,ENSG00000107201,3401,0.4899629804636671,0.8365103991348561
945,16423,MAGI2,ENSG00000187391,16426,0.399317699959741,0.8361958094347337
946,9344,SLC7A11,ENSG00000151012,9347,0.4824500781364207,0.835762586702151
947,7324,ABI1,ENSG00000136754,7327,0.5899284866683615,0.8354340758242371
948,7559,BCAR3,ENSG00000137936,7562,0.5250663338001176,0.8353736803455092
949,11041,IFI16,ENSG00000163565,11044,0.48783881419215225,0.8350413113174286
950,4211,TCERG1,ENSG00000113649,4214,0.6069449440071069,0.8350187426263798
951,7332,ECPAS,ENSG00000136813,7335,0.5986066673230962,0.8346663059070217
952,3680,DHX15,ENSG00000109606,3683,0.5848055404308218,0.8344920983541201
953,289,RNF216,ENSG00000011275,292,0.6003366958656844,0.8333887327786655
954,10855,WDR26,ENSG00000162923,10858,0.5984027698053177,0.8325148816289607
955,4563,SRSF4,ENSG00000116350,4566,0.6130009981163579,0.832310186712412
956,450,SEC63,ENSG00000025796,453,0.5957395650478992,0.8321768437754222
957,92,CREBBP,ENSG00000005339,95,0.6046458125098182,0.8320167591529171
958,1003,EVI5,ENSG00000067208,1006,0.5814507240381636,0.8320153399288388
959,2483,CSNK2A1,ENSG00000101266,2486,0.5943146587919854,0.8318353597918978
960,14250,ZBTB38,ENSG00000177311,14253,0.54124365658906,0.8316276370636058
961,4883,RAD23B,ENSG00000119318,4886,0.5926965835281244,0.8315848872173393
962,4757,OSBPL9,ENSG00000117859,4760,0.5950280961332524,0.831301928511633
963,13559,TOMM20,ENSG00000173726,13562,0.5948849771651079,0.8295461721930584
964,5457,SDC4,ENSG00000124145,5460,0.5275914385991237,0.829288926151557
965,36347,ENSG00000242588,ENSG00000242588,36350,0.5927745620218253,0.829192965301832
966,4173,ARRDC3,ENSG00000113369,4176,0.54472182696895,0.8290936465202425
967,7304,RPS6KC1,ENSG00000136643,7307,0.5719066094671089,0.8289932616785829
968,17913,SREBF2,ENSG00000198911,17916,0.5633623166677763,0.8286511949285419
969,9924,MCU,ENSG00000156026,9927,0.5729706614261616,0.8283951760995665
970,17826,RPL10A,ENSG00000198755,17829,0.5793433738783096,0.8275936305758178
971,7034,TES,ENSG00000135269,7037,0.5423215772646327,0.8272441036178895
972,719,THRAP3,ENSG00000054118,722,0.6086070926331236,0.826997539254609
973,67,CDC27,ENSG00000004897,70,0.5833995761369062,0.8269467267844386
974,4272,ECT2,ENSG00000114346,4275,0.5315558233799706,0.8268393903862146
975,8108,NPC1,ENSG00000141458,8111,0.5578527211604313,0.8265367119626303
976,2411,PNN,ENSG00000100941,2414,0.5842384475630625,0.8259951799600143
977,5486,PMEPA1,ENSG00000124225,5489,0.514804515959242,0.8253471783760147
978,7870,RBM26,ENSG00000139746,7873,0.585496895275228,0.8250483347865483
979,1681,DNAJA1,ENSG00000086061,1684,0.5756286682381996,0.8249938635342557
980,8328,POU2F1,ENSG00000143190,8331,0.5810430327960069,0.8241365324170429
981,8760,G3BP1,ENSG00000145907,8763,0.593540735860645,0.8235226704252951
982,2409,SEC23A,ENSG00000100934,2412,0.5765113324237547,0.8235216366151709
983,12045,IGF2,ENSG00000167244,12048,0.30527737529082316,0.8225150183155937
984,2293,EP300,ENSG00000100393,2296,0.589675961715182,0.8217929672557779
985,3493,ZMIZ1,ENSG00000108175,3496,0.5459688305181875,0.8214976831027399
986,45508,NORAD,ENSG00000260032,45511,0.5770400724563413,0.8209050862346203
987,9155,HSD17B12,ENSG00000149084,9158,0.5715010548379278,0.8208212038777765
988,6089,VPS13C,ENSG00000129003,6092,0.5767585243138561,0.8206282377907805
989,15270,PLCB1,ENSG00000182621,15273,0.4260465595281875,0.8204660719065411
990,4058,ARFGEF3,ENSG00000112379,4061,0.5447429426937755,0.8203382916933313
991,1409,NEBL,ENSG00000078114,1412,0.4594110250838514,0.8201328525756454
992,850,EIF4B,ENSG00000063046,853,0.5917795237280321,0.8198247271926649
993,15661,CMSS1,ENSG00000184220,15664,0.549362930780009,0.819683095305627
994,12672,ROBO1,ENSG00000169855,12675,0.4796666796030472,0.8195802661718957
995,14103,MYO1D,ENSG00000176658,14106,0.529716830862757,0.8190590278526184
996,938,SLK,ENSG00000065613,941,0.5726903725389979,0.8187960171149116
997,5359,OPTN,ENSG00000123240,5362,0.558478358122997,0.8184453965669511
998,7288,TRA2B,ENSG00000136527,7291,0.5750284455164894,0.8183133221889101
999,30171,DLEU2,ENSG00000231607,30174,0.5436780744763624,0.8180794312954575
1000,780,ATP11B,ENSG00000058063,783,0.5821300786107451,0.8175865366966517
1001,4254,SLC25A36,ENSG00000114120,4257,0.5706733515223906,0.8173308307703384
1002,9354,NGLY1,ENSG00000151092,9357,0.5345724429254133,0.8171593341618855
1003,4373,TANC1,ENSG00000115183,4376,0.5575474258415433,0.8167685313989068
1004,12332,ARF4,ENSG00000168374,12335,0.5676468201028744,0.8160912027076137
1005,299,RABGAP1,ENSG00000011454,302,0.585591694841742,0.8159405410515704
1006,13252,CERS6,ENSG00000172292,13255,0.5478591047011124,0.8154394612226221
1007,1335,BAZ2A,ENSG00000076108,1338,0.5915685818729758,0.8151902319447827
1008,5339,CCDC91,ENSG00000123106,5342,0.5600317542642224,0.8150033893904435
1009,43483,LSM14A,ENSG00000257103,43486,0.587403527105986,0.8141505282756698
1010,3801,NUP98,ENSG00000110713,3804,0.5833259362073407,0.8141017464792205
1011,5355,ZC3H13,ENSG00000123200,5358,0.5804102508461416,0.8140931397534923
1012,1775,ANKRD10,ENSG00000088448,1778,0.5407454674842439,0.8140275008876857
1013,959,DIP2B,ENSG00000066084,962,0.5702259712130702,0.8139819151126856
1014,16152,WWOX,ENSG00000186153,16155,0.48760752649354233,0.8136790302263068
1015,4877,SENP5,ENSG00000119231,4880,0.5884216339014325,0.8130759285488514
1016,15420,PTTG1IP,ENSG00000183255,15423,0.5537756934114911,0.8128154546810109
1017,229,SEC62,ENSG00000008952,232,0.5875659381339817,0.8124483361641046
1018,12289,HOOK3,ENSG00000168172,12292,0.5725992556560935,0.8106321094949607
1019,1900,TNRC6A,ENSG00000090905,1903,0.582085654762342,0.8095426508344234
1020,5084,TGFBI,ENSG00000120708,5087,0.4396419326557237,0.8093293454015703
1021,13831,CKAP5,ENSG00000175216,13834,0.547015621277391,0.8091303135040946
1022,5411,BAZ2B,ENSG00000123636,5414,0.5605185452185778,0.8090285722320045
1023,9050,NR6A1,ENSG00000148200,9053,0.5386369029975532,0.8089629947539244
1024,10399,ARHGAP35,ENSG00000160007,10402,0.5639061391339156,0.8089333952831881
1025,3410,SHB,ENSG00000107338,3413,0.5429019970687787,0.8082373578895459
1026,20178,NAP1L4,ENSG00000205531,20181,0.579076409284625,0.8077799468073931
1027,487,FAM13B,ENSG00000031003,490,0.5781700977827354,0.8075380706108136
1028,3411,UBE2R2,ENSG00000107341,3414,0.5738833138059322,0.8073648099794342
1029,5960,HIP1,ENSG00000127946,5963,0.5290020047168045,0.8071503976161943
1030,6024,DOCK4,ENSG00000128512,6027,0.4473084783830166,0.8068995900186596
1031,17567,VPS13A,ENSG00000197969,17570,0.5616732094379356,0.8068394904252769
1032,7101,AHI1,ENSG00000135541,7104,0.5309596384096635,0.8055776782766405
1033,14835,PAK2,ENSG00000180370,14838,0.5833707245623325,0.8053556739524285
1034,993,PFKP,ENSG00000067057,996,0.5627331529566542,0.8051145856682651
1035,8733,FBXL17,ENSG00000145743,8736,0.5453298510075925,0.8049083424080639
1036,8905,CASK,ENSG00000147044,8908,0.5414165227445052,0.8041735638544351
1037,13357,TMCC1,ENSG00000172765,13360,0.5625925030505025,0.8041585428988456
1038,13371,RPL38,ENSG00000172809,13374,0.5569740524872995,0.8036377028017998
1039,17135,MRTFA,ENSG00000196588,17138,0.5489973776796228,0.803493190368773
1040,2439,STK4,ENSG00000101109,2442,0.567340123990254,0.8033996754936001
1041,23512,TENM3,ENSG00000218336,23515,0.4184487353762415,0.8033281268462193
1042,2567,MIB1,ENSG00000101752,2570,0.574486356040801,0.8023787341666673
1043,1490,RIF1,ENSG00000080345,1493,0.5759860219107258,0.8022713004206209
1044,13864,SMAD2,ENSG00000175387,13867,0.5622011476794264,0.8022361585128422
1045,2705,TSC22D1,ENSG00000102804,2708,0.5081259473948039,0.8019817137414771
1046,1667,CTTN,ENSG00000085733,1670,0.5737796403327666,0.8017139087627037
1047,4245,FAM162A,ENSG00000114023,4248,0.5302700563713577,0.8015914572834713
1048,13676,ATP2A2,ENSG00000174437,13679,0.5736562051770542,0.8015903060150829
1049,32300,GAS5,ENSG00000234741,32303,0.5353502173326338,0.8015754252462279
1050,4042,SMAP1,ENSG00000112305,4045,0.560459978700553,0.8012998648715237
1051,9867,LARP1,ENSG00000155506,9870,0.5759978666730194,0.8006776319159641
1052,3230,LMBR1,ENSG00000105983,3233,0.5618121918503638,0.8004687700955454
1053,7419,KIF13A,ENSG00000137177,7422,0.5577414626813986,0.8003199662343938
1054,2683,KLF5,ENSG00000102554,2686,0.4760011950467119,0.8000899652083187
1055,4571,CAPZA1,ENSG00000116489,4574,0.5749407585776302,0.7997984837003931
1056,913,GNAI3,ENSG00000065135,916,0.5663415117126601,0.7996978000804669
1057,13585,PHC3,ENSG00000173889,13588,0.5730017415795893,0.7996709494334399
1058,1702,ZFAND6,ENSG00000086666,1705,0.5676687748019984,0.7996611922152127
1059,12047,CDK12,ENSG00000167258,12050,0.5468418416227054,0.7994061833304887
1060,737,FAM168A,ENSG00000054965,740,0.5560296029061323,0.7988924187198705
1061,8719,SSBP2,ENSG00000145687,8722,0.48738453979475893,0.798606009337487
1062,3469,LARP4B,ENSG00000107929,3472,0.5712295369424916,0.7982662786713363
1063,7708,BLTP1,ENSG00000138688,7711,0.575157334792667,0.7975958398069296
1064,6659,SERINC3,ENSG00000132824,6662,0.5749537467225354,0.7974314571139576
1065,6447,RPL27,ENSG00000131469,6450,0.5498704315353047,0.796634550515323
1066,4492,DARS1,ENSG00000115866,4495,0.5661803905545544,0.7964730149347836
1067,7377,ANP32B,ENSG00000136938,7380,0.5578949219678523,0.7963385432306023
1068,11316,TENT2,ENSG00000164329,11319,0.5603737371673241,0.7961035755786712
1069,6834,MEIS2,ENSG00000134138,6837,0.4764311486821509,0.7957162307102363
1070,4783,ATF6,ENSG00000118217,4786,0.5593913051505585,0.7950560174785704
1071,9189,ATM,ENSG00000149311,9192,0.5448449631370769,0.7950225977781913
1072,1232,KDM5A,ENSG00000073614,1235,0.5683918801488087,0.7946175691498062
1073,1363,DGKD,ENSG00000077044,1366,0.5080641510635528,0.793901378708183
1074,10764,FUBP1,ENSG00000162613,10767,0.5641567813809265,0.7929522232438804
1075,54618,GGNBP2,ENSG00000278311,54621,0.5708179474928541,0.7926831820950233
1076,883,TNPO3,ENSG00000064419,886,0.5654442215822647,0.7923199092352501
1077,8929,OGT,ENSG00000147162,8932,0.5471400236376154,0.7920512750829468
1078,8536,PKP4,ENSG00000144283,8539,0.5459714095849603,0.7916251277657056
1079,7157,RC3H1,ENSG00000135870,7160,0.566138945259757,0.7913993990294426
1080,8747,DDX46,ENSG00000145833,8750,0.5650118529764876,0.790758415815169
1081,22116,SCAF8,ENSG00000213079,22119,0.5627000469436527,0.7906722794825464
1082,8981,NSD3,ENSG00000147548,8984,0.5623021062740148,0.7904338932886426
1083,5673,INSIG2,ENSG00000125629,5676,0.5278230563520444,0.7904121923593742
1084,5577,RREB1,ENSG00000124782,5580,0.5445022486414385,0.790022767083522
1085,8451,ARF1,ENSG00000143761,8454,0.5710548550440666,0.7899029603877308
1086,5941,KDM4B,ENSG00000127663,5944,0.5491196632401427,0.7894909704253924
1087,24034,PPP3R1,ENSG00000221823,24037,0.5526271600187667,0.7890030924059782
1088,9359,TMEM263,ENSG00000151135,9362,0.5437275573543499,0.7884706669584827
1089,16408,FNBP1,ENSG00000187239,16411,0.5343669285183738,0.7879268752196226
1090,6159,ITFG1,ENSG00000129636,6162,0.554653322755331,0.7878717932522932
1091,3691,SH3D19,ENSG00000109686,3694,0.5050511745742337,0.7877912298674379
1092,2386,YY1,ENSG00000100811,2389,0.5614286281345556,0.7877272126217987
1093,7675,USP8,ENSG00000138592,7678,0.5599107402808418,0.7874573081884744
1094,438,UBR2,ENSG00000024048,441,0.5386514323564714,0.7873669137935927
1095,6743,RTN3,ENSG00000133318,6746,0.5506760633205018,0.7870687410153916
1096,13994,YES1,ENSG00000176105,13997,0.5547636774654384,0.7870240675470164
1097,297,ANLN,ENSG00000011426,300,0.462586786484522,0.7865153923945671
1098,11100,U2SURP,ENSG00000163714,11103,0.5618037787114053,0.7861846322286076
1099,13356,CFL1,ENSG00000172757,13359,0.548582731341973,0.7860660280934568
1100,10759,NFIA,ENSG00000162599,10762,0.4746027744862829,0.7858361896219751
1101,15712,COPB2,ENSG00000184432,15715,0.5509177218188841,0.7851269505826917
1102,13016,CHD7,ENSG00000171316,13019,0.5268541335651271,0.784649030941091
1103,3483,TASOR2,ENSG00000108021,3486,0.5431640429453247,0.7845268529562297
1104,44575,CEP95,ENSG00000258890,44578,0.555379583235035,0.7844994073286063
1105,148,IFRD1,ENSG00000006652,151,0.519064504042861,0.7838255348960554
1106,14008,BNIP3,ENSG00000176171,14011,0.5018993631171216,0.783592515840863
1107,405,SERPINB1,ENSG00000021355,408,0.46327734315724023,0.7835147007661676
1108,136,KDM7A,ENSG00000006459,139,0.511267759363714,0.7825485636633597
1109,14273,PAWR,ENSG00000177425,14276,0.5280915074520904,0.781825686933493
1110,8481,CAMKMT,ENSG00000143919,8484,0.5073523928343019,0.7818010588295674
1111,20228,ITSN1,ENSG00000205726,20231,0.5429561256348114,0.7816577921781324
1112,4506,RND3,ENSG00000115963,4509,0.4907068320752027,0.7808368583138147
1113,501,FUT8,ENSG00000033170,504,0.4908749756110014,0.7803015717021732
1114,7214,LRCH1,ENSG00000136141,7217,0.5014717063613927,0.7801843854661961
1115,13071,TBCA,ENSG00000171530,13074,0.5544198490174334,0.779986655542102
1116,2091,MYO9B,ENSG00000099331,2094,0.5395381774878243,0.7799103080505054
1117,13051,WIPF2,ENSG00000171475,13054,0.5551889622448031,0.779691252696368
1118,444,PHF20,ENSG00000025293,447,0.5487264045164635,0.7788394684498839
1119,1634,NCOA1,ENSG00000084676,1637,0.5379354552370555,0.7784215642050345
1120,10001,KAT6B,ENSG00000156650,10004,0.5429499826230595,0.7777063170759924
1121,14737,PDXDC1,ENSG00000179889,14740,0.5290504113050177,0.7772961333908037
1122,9440,WWC2,ENSG00000151718,9443,0.5254946133548312,0.7769296020504516
1123,7005,TAOK3,ENSG00000135090,7008,0.5303991579337306,0.7767553107269617
1124,9577,HNRNPDL,ENSG00000152795,9580,0.5373454614912245,0.7766144456310934
1125,2637,SMS,ENSG00000102172,2640,0.5116458725311307,0.7764689646788053
1126,8547,GULP1,ENSG00000144366,8550,0.47823245285098737,0.7759021749684086
1127,7469,FCHSD2,ENSG00000137478,7472,0.5278989255763564,0.7756951726520075
1128,11491,UBAP1,ENSG00000165006,11494,0.5438840909981547,0.7750904291552538
1129,3690,NSD2,ENSG00000109685,3693,0.5252833576246674,0.7745806867967746
1130,42587,MIR100HG,ENSG00000255248,42590,0.41309461194392616,0.7743902448883166
1131,3213,MTPN,ENSG00000105887,3216,0.5464461941179275,0.7743116474799614
1132,1518,MAGI3,ENSG00000081026,1521,0.5228218233974055,0.7731776730317568
1133,13877,MCTP1,ENSG00000175471,13880,0.4348622738645478,0.7729411392150614
1134,781,LAMC2,ENSG00000058085,784,0.39957655288960797,0.7722063431004593
1135,10986,ATP1A1,ENSG00000163399,10989,0.5265981948904781,0.7721153857256636
1136,1587,KAT6A,ENSG00000083168,1590,0.5358165245543146,0.7718038699982483
1137,2555,MYL12A,ENSG00000101608,2558,0.5277078971363338,0.7717763248399141
1138,890,SLC12A2,ENSG00000064651,893,0.4368131276675078,0.7716670472961844
1139,3927,ENO2,ENSG00000111674,3930,0.5019993076200585,0.7715686824846584
1140,7720,G3BP2,ENSG00000138757,7723,0.5446132986274151,0.7711742856680099
1141,9142,ADM,ENSG00000148926,9145,0.4612857008483467,0.7710206518547309
1142,4265,PFKFB4,ENSG00000114268,4268,0.48232179822794014,0.7710103587948687
1143,13778,DHX36,ENSG00000174953,13781,0.5401517690917844,0.7707273875875521
1144,1600,PDS5B,ENSG00000083642,1603,0.5202393192345565,0.770511596506291
1145,11909,GOLM2,ENSG00000166734,11912,0.5484023689457611,0.770286250865466
1146,4044,C6orf62,ENSG00000112308,4047,0.5461408022628981,0.770248248134183
1147,10866,MEMO1,ENSG00000162959,10869,0.5279912001507434,0.7699470054292534
1148,9398,UPF2,ENSG00000151461,9401,0.5479222960087828,0.7698944570132508
1149,4507,ATF2,ENSG00000115966,4510,0.537745248880945,0.7698268932170151
1150,7395,UBAP2,ENSG00000137073,7398,0.5362482358953109,0.7693198149244321
1151,2550,VAPA,ENSG00000101558,2553,0.5354598911023891,0.769240514283535
1152,7278,DCAF7,ENSG00000136485,7281,0.5323648804352465,0.769101594465134
1153,11027,STT3B,ENSG00000163527,11030,0.5222034639458666,0.769011604492205
1154,17425,ATG7,ENSG00000197548,17428,0.5304161910781804,0.7688179395210081
1155,3656,NFKB1,ENSG00000109320,3659,0.49017983499700973,0.768683896297536
1156,8429,GATAD2B,ENSG00000143614,8432,0.5389905424692111,0.768248893141869
1157,8635,NCEH1,ENSG00000144959,8638,0.47313751444884994,0.7681555233391152
1158,12835,PFKFB3,ENSG00000170525,12838,0.5187138519471582,0.7680414734123757
1159,11913,AP1G1,ENSG00000166747,11916,0.5454269437847279,0.7679304603572774
1160,3346,CLIP2,ENSG00000106665,3349,0.5041858304229647,0.767809840553096
1161,12689,TOR1AIP2,ENSG00000169905,12692,0.5438889275547891,0.767765575807972
1162,3485,SMC3,ENSG00000108055,3488,0.5264953762955108,0.7677269017500645
1163,16651,PLSCR1,ENSG00000188313,16654,0.4886420429646558,0.7675160013446934
1164,3915,CHD4,ENSG00000111642,3918,0.5292575921629381,0.7673967581449055
1165,9371,DIP2C,ENSG00000151240,9374,0.4956315856744034,0.7670686921368768
1166,2205,TTC28,ENSG00000100154,2208,0.46226713849200796,0.7670556301069861
1167,8573,RAB5A,ENSG00000144566,8576,0.535597981197913,0.7661237534262081
1168,11610,NEMF,ENSG00000165525,11613,0.5380589231401703,0.7659353087699898
1169,5578,SSR1,ENSG00000124783,5581,0.536513943518325,0.7650242387713608
1170,6050,MYO1B,ENSG00000128641,6053,0.5024150210116278,0.7639744362966812
1171,7950,NCOA2,ENSG00000140396,7953,0.5315395046203517,0.7635090602786714
1172,5473,ZNFX1,ENSG00000124201,5476,0.503891080703894,0.763342441655398
1173,1961,HECTD1,ENSG00000092148,1964,0.5385272852670535,0.7632010179860746
1174,17281,IGF2R,ENSG00000197081,17284,0.5264975946412158,0.7628409180923006
1175,2934,EEF1D,ENSG00000104529,2937,0.5315839089768809,0.7623704409341375
1176,14287,CAVIN1,ENSG00000177469,14290,0.4909835900330184,0.7612861595364484
1177,1981,MYL6,ENSG00000092841,1984,0.5278412958018411,0.7610646090477863
1178,4057,PERP,ENSG00000112378,4060,0.4967131423648937,0.7610555779178992
1179,14975,EHMT1,ENSG00000181090,14978,0.5294356970251445,0.7610371399711151
1180,8487,WDPCP,ENSG00000143951,8490,0.5027996106720426,0.7610263893990867
1181,8871,CCT6A,ENSG00000146731,8874,0.522700041699148,0.760797692379014
1182,5478,RAB22A,ENSG00000124209,5481,0.5233087967026844,0.7607825628070092
1183,7150,DHX9,ENSG00000135829,7153,0.514816320662104,0.760771867170103
1184,10713,USP24,ENSG00000162402,10716,0.5368761858451271,0.7602521153876056
1185,7997,PMM2,ENSG00000140650,8000,0.5176753755923299,0.7598525773657132
1186,103,IBTK,ENSG00000005700,106,0.5250511413624664,0.7597912882975084
1187,15932,ARL15,ENSG00000185305,15935,0.49489269112106643,0.759554610948004
1188,11054,PPP4R2,ENSG00000163605,11057,0.5310217218391305,0.7594790833048669
1189,2456,PSMA7,ENSG00000101182,2459,0.5174377343910791,0.7591272219786718
1190,7295,TANK,ENSG00000136560,7298,0.5200233021019026,0.7588121993022301
1191,10000,NPTN,ENSG00000156642,10003,0.5137939127880776,0.75813809861418
1192,7766,AEBP2,ENSG00000139154,7769,0.5136407338600748,0.7580988787492284
1193,649,FAM120A,ENSG00000048828,652,0.5350835129263202,0.7580629428316356
1194,999,TRAM1,ENSG00000067167,1002,0.5175181761034465,0.7578212458199225
1195,524,TIMP2,ENSG00000035862,527,0.49442237619419854,0.7576055345330143
1196,1998,LRRFIP2,ENSG00000093167,2001,0.5081788435738709,0.7567834082171931
1197,11534,KIAA1958,ENSG00000165185,11537,0.5044305921253667,0.7564257146833393
1198,16246,SEPTIN10,ENSG00000186522,16249,0.5212569917529378,0.7564195039670832
1199,5555,RPS10,ENSG00000124614,5558,0.509385548650685,0.7558525207266447
1200,8545,UBR3,ENSG00000144357,8548,0.5251741023319494,0.7555157094746954
1201,7947,SCAPER,ENSG00000140386,7950,0.5115088482594282,0.7551735116052126
1202,4209,WWC1,ENSG00000113645,4212,0.4556896781652386,0.7547710886063584
1203,23668,UMAD1,ENSG00000219545,23671,0.5187253469861792,0.754265551277764
1204,3827,MLEC,ENSG00000110917,3830,0.5187842666227988,0.7540749422272717
1205,15614,DENND5A,ENSG00000184014,15617,0.5085314355130862,0.7538087520307986
1206,13420,HECTD4,ENSG00000173064,13423,0.5342860926045683,0.7535841710029871
1207,6460,UBE2D2,ENSG00000131508,6463,0.5309864743770968,0.7532211228604455
1208,8459,MBOAT2,ENSG00000143797,8462,0.46083281887153543,0.753064031204226
1209,2109,HNRNPM,ENSG00000099783,2112,0.5244180772577269,0.7527908571780941
1210,13902,FOSL1,ENSG00000175592,13905,0.4790929849945235,0.7527835130523401
1211,6628,PTPRA,ENSG00000132670,6631,0.5251424484818622,0.7526043291191504
1212,13805,ZNF654,ENSG00000175105,13808,0.5107164251540488,0.752339778338529
1213,29,LASP1,ENSG00000002834,32,0.501182747778496,0.7523318773868948
1214,1643,CD59,ENSG00000085063,1646,0.4837143302620698,0.7516080774450463
1215,7509,RDX,ENSG00000137710,7512,0.5180414299405836,0.7510570219086107
1216,29159,ACBD6,ENSG00000230124,29162,0.5189769896785983,0.7508407991960588
1217,6779,LARS1,ENSG00000133706,6782,0.5190357849766736,0.7507626503334
1218,3978,SERINC1,ENSG00000111897,3981,0.5276674915487103,0.7507560072549097
1219,17765,BAZ1A,ENSG00000198604,17768,0.506374173348082,0.7503761948029629
1220,8143,DYM,ENSG00000141627,8146,0.5188074854230365,0.7502682207158968
1221,11418,DLC1,ENSG00000164741,11421,0.38907416836322084,0.7498918459544248
